status,city,state,country,classification,product_type,event_id,recalling_firm,address_1,address_2,postal_code,voluntary_mandated,initial_firm_notification,distribution_pattern,recall_number,product_description,product_quantity,reason_for_recall,recall_initiation_date,center_classification_date,report_date,code_info,more_code_info,termination_date
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0900-2024,"NON-HUMAN CONSUMPTION delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-36; 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-07; 24025-11; 24025-14; 24025-17; 24025-23; 24025-33; 24025-35; 24025-37; 24025-40; 24025-45; 24025-46; 24026-05;    24026-10;    24026-12; 24026-15; 24026-16; 24026-19; 24026-20; 24026-23; 24026-24; 24026-26; 24026-32;    24026-35; 24026-36; 24026-38; 24026-40; 24026-41; 24026-46; 24026-50; 24026-53; 24026-55;    24027-04; 24027-05; 24027-06; 24027-08; 24027-09; 24027-10; 24027-11; 24027-14; 24027-19;    24027-24; 24027-25; 24027-31; 24028-06; 24028-07; 24028-09; 24028-10; 24028-16; 24028-18;    24028-19; 24028-22; 24029-03; 24029-07; 24029-10; 24029-28   Product Code: RZ00U1-77777,,2024-03-21
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1321-2024,"Grindsted TH GSD 2272 Stabilizer and Emulsifier System, bulk tote",61871.04 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204589332; 1204589333; 1204589334; 1204589335; 1204589336; 1204589337; 1204589338; 1204589339; 1204589340; 1204589341; 1204589342; 1204589343; 1204589344; 1204589345; 1204589346; 1204589347; 1204589348; 1204589349; 1204589350; 1204589351; 1204589352; 1204589353; 1204598302; 1204598303; 1204598304; 1204598305; 1204598306; 1204598307; 1204598308; 1204598309; 1204598310; 1204598306; 1204598311; 1204598312; 1204598313; 1204598314; 1204598315; 1204598316; 1204598317; 1204598319; 1204598320; 1204598321; 1204598322; 1204598323; 1204598324; 1204598307; 1204598310; 1204598321; 1204609238; 1204609239; 1204609240; 1204609241; 1204609242; 1204609243; 1204609244; 1204609245; 1204609246; 1204609247; 1204609248; 1204609249; 1204609250; 1204609251; 1204609252; 1204609253; 1204609254; 1204609255; 1204609256; 1204609257; 1204609258; 1204609259; 1204612440; 1204612441; 1204612442; 1204612443; 1204612444; 1204612445; 1204612446; 1204612447; 1204612448; 1204612449; 1204612450; 1204612451; 1204612452; 1204612453; 1204612454; 1204612455; 1204612456; 1204612457; 1204612458; 1204612459; 1204612460; 1204612461,,
Ongoing,New Haven,CT,United States,Class I,Food,94403,Gracie's Kitchens Inc.,211 Food Terminal Plz,,06511-5911,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",New York,F-1238-2024,King Kullen Broccoli Cutlets with Breadcrumbs and Parmesan; 20oz; oven safe tin package with a clear dome top marked with a UPC Code 0 8531610145 0,32 pieces,Product contains undeclared wheat and sesame.,2024-04-09,2024-05-10,2024-05-08,Sell By dates of: 4/14/24 - 4/21/24,,
Terminated,Hayes,VA,United States,Class II,Food,93841,"Whitley Peanut Factory, Inc.",2371 Hayes Rd,N/A,23072-3516,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The recalled product was distributed to the following states: NY, PA, DE, VA, FL, OH, NC, NE, CO, AL, KY, MN, CA, TN, CT, WA, MA, IL, HN, NY, NJ, SC, MO, IA, GA, TX, AZ, MT, MD, MI, IA and NJ",F-1129-2024,"Whitley's Peanut Factory, Deluxe Nut Mix, 12oz (340g), Electrolytic tin-plated cans, with paper label. 12-pack case boxes.",840.75 pounds,"Undeclared Allergen (peanuts, milk, soy, wheat, and sesame).",2024-01-18,2024-04-09,2024-04-17,"UPC: 703795000551, Lot Codes: MFG 22823; MFG 25023; MFG 25823. MFG 29323; MFG 35623",,2024-05-23
Ongoing,Williston,VT,United States,Class II,Food,94596,"FoodScience, LLC",929 Harvest Ln,,05495-4416,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","Arizona, California, Kentucky, Washington, Florida",F-1259-2024,Amyloid Complete,72 units,Contains undeclared crustacean shellfish (shrimp & crab),2024-05-08,2024-05-23,2024-05-29,Lot 549853001 0125 on side panel UPC Code: 0 26664 01505 1,,
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0922-2024,Tio Francisco Queso Para Freir  16 oz.  Tio Francisco Queso Para Freir Available to consumers at retail deli counters in various sizes  Freir (bulk),,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,All dates through 04/17/2024  Freir (bulk) PLU Batch ID 101 1EW-23312 101 1DY-23313 101 2EW-23319 101 2EW-23320 101 3EW-23325 101 3EY-23333 101 4EW-23334 101 1EX-23345 101 2DY-23354 101 1EX-23362 101 2EX-24004 101 4EW-24018 101 1EW-24026,,
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0927-2024,Cheddar Conventional (bulk),,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,PLU Batch ID 40456 1DZ-23307 40456 2DY-23307 40456 3DX-23307 40456 4CW-23307 40456 4DW-23307 40455 3EZ-23314 40455 4EY-23314 40456 1BX-23315 40456 2BW-23315 40456 3AZ-23315 40456 4BY-23315 40456 1DZ-23322 40456 2DY-23322 40456 3DX-23322 40456 4CW-23322 40456 1DZ-23335 40456 2DY-23335 40456 3DX-23335 40456 4CW-23335 40455 1DX-23342 40455 2DW-23342 40455 3DZ-23342 40455 4CY-23342 40456 1EX-23342 40456 2EW-23342 40456 3EZ-23342 40456 4DY-23342 40456 1DW-23349 40456 1EZ-23349 40456 2EY-23349 40456 3EX-23349 40456 1DW-23353 40456 2DZ-23353 40456 3DY-23353 40456 4CX-23353 40455 1DZ-24017 40455 2DY-24017 40455 3DX-24017 40455 4EW-24017,,
Terminated,Cullen,VA,United States,Class II,Food,93957,"Country Corner Dairy, LLC",3005 County Line Rd,N/A,23934-2041,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The recall product was distributed to the following states : MD, VA",F-0915-2024,"Fresh Local , Country Corner Dairy,  SIZZLING COLBY CHEESE, INGREDIENTS: Pasteurized Milk, Salt , Rennet, Calcium Chloride,  Cheese Culture, Peppers, Contains Milk. Product comes in various sizes, 6 oz. up to 42 lbs. and is in vacuum sealed plastic packaging.",6605 lbs. total,Product was made with a lack of proper pasteurization.,2024-02-01,2024-02-22,2024-02-28,110323,,2024-03-25
Terminated,Garden Grove,CA,United States,Class I,Food,94085,LQNN Inc.,7180 Lampson Ave,,92841-3914,Voluntary: Firm initiated,Letter,"U.S. distribution to customers in: Alabama, Arizona, Arkansas, California, Colorado, Florida, Georgia, Hawaii, Illinois, Indiana, Kansas, Louisiana, Maryland, Massachusetts, Michigan, Minnesota, Mississippi, Missouri, Nebraska, Nevada, New Jersey, New Mexico, New York, North Carolina, Ohio, Oklahoma, Oregon, Tennessee, Texas, Utah, Virginia, and Washington.   Canada with different product code and name:  Banh Pia Hopia Cake Gateau Hopia",F-1052-2024,"Vegetarian Pia Cake Red Bean Durian, 14oz (400g)","222,320 bags (total)",Undeclared allergen; egg,2024-02-20,2024-03-07,2024-03-13,Universal Product Code: 8 936014 318904 Lot #s: DEC1525,,2024-05-14
Ongoing,Green Bay,WI,United States,Class II,Food,94578,Schreiber Foods Inc,400 N Washington St,N/A,54301-5111,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, FL, IA, IL, IN, MA, MD, MI, MN, MO, NC, NJ, NY, OH, PA, TX, VA, WA, WI.  Product was also shipped to Puerto Rico.",F-1296-2024,"Ranch Garlic Cream Cheese Spread, Net Wt. 5 lbs. Manufactured By Schreiber Foods, Inc., Green Bay, WI 54301.","835,721 units total",Potential Salmonella contamination.,2024-05-03,2024-06-04,2024-06-12,EXP Aug 15 24,,
Terminated,Albuquerque,NM,United States,Class II,Food,94331,"Pueblo Fruits, Inc.",3333 Los Arboles Ave Ne,N/A,87107-1943,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","The recalled product was only distributed to one customer:  Blake s Lota Burger Address: 3207 Richmond Dr NE, Albuquerque, NM 87107",F-1127-2024,"Onion Yellow Med 3 Outer Rings 4-5 LB in a 5 LB ,vacuum sealed, clear plastic bag. Labeling: White paper label with the following information attached to the outside of plastic bag. Blake's (Richmond) Onion Yellow Med 3 Outer Rings 4-5 LB PO# 047981 Lot#787806-6883R5, 795046-3948R1, 787806-6883R3, 795046-3948R2  Use  By Date: 04/03/2024 Pueblo Fruit and Vegetable CO.",23 cases,"The firm did not complete a hazard analysis for potential C. botulinum growth and toxin production of its processing, storage and shipping of raw onions into vacuum sealed bags.",2024-03-27,2024-04-09,2024-04-17,"Code information is located on a white paper label to the outside of plastic bag. The label contains the following information. Blake's (Richmond) Onion Yellow Med 3 Outer Rings 4-5 LB PO# 047981 Lot#787806-6883R5, 795046-3948R1, 787806-6883R8, 795046-3948R2  Pueblo Fruit and Vegetable CO. Use By Date:  04/01/2024 (Lot#787806-6883R5) 04/02/2024 (Lot#795046-3948R1 &787806-6883R8 )  04/03/2024 (Lot#795046-3948R2)",,2024-04-25
Terminated,Bakersfield,CA,United States,Class II,Food,93836,Alfred Louie Inc,4501 Shepard St,,93313-2310,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",U.S. distribution to the following: CA  No foreign distribution.,F-0855-2024,"Pan Fry Noodle Fresh Noodles, Alfred Louie, Inc. 24 Lb. cartons, Keep Refrigerated. Deep Fry Noodle Fresh Noodles, Alfred Louie, Inc. 40Lb cartons, Keep Refrigerated.",550 cases,"Undeclared allergen, wheat, from not declaring sub-ingredients of enriched flour.",2024-01-16,2024-02-06,2024-02-14,"Lot codes: 240103, 240104, 240108, 240110, 240111, 240115",,2024-05-07
Ongoing,Sugar Land,TX,United States,Class III,Food,93854,Bluebonnet Nutrition Corporation (Dairy Ashford),12915 Dairy Ashford Rd,N/A,77478-3101,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",product is distributed to retail stores for sale,F-1097-2024,EarthSweet¿ Chewables CellularActive¿ Methylfolate 1000 mcg; 90 chewable tablets packaged in an amber glass botte with purple lid,"3,365 bottles",Label error during reprint. Says 1000 mg instead of 1000 mcg on the center front panel of the label.,2024-01-12,2024-03-26,2024-04-03,"Expiration 8/2025 & Expiration 11/2025 Item 0455, Label Code F, Manufacturing Batch Record # 306095- Packaging Lot # 30609501 Item 0455, Label Code F, Manufacturing Batch Record # 309005- Packaging Lot # 30900501",,
Ongoing,Modesto,CA,United States,Class I,Food,93814,"Rizo Lopez Foods, Inc. dba Don Francisco Cheese",201 S Mcclure Rd,,95357-0519,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","U.S. distribution to the following: AR, AZ, BC, CA, CO, FL, GA, IA, IL, KS, MD, NC,NJ, NV, NY, OR, RI, TX, UT, VA, WA, W  No foreign distribution.",F-0923-2024,Tio Francisco Queso Seco 14 oz. UPC 7-27242-00548-8,,Listeria monocytogenes contamination.,2024-01-11,2024-02-23,2024-02-07,All dates through 07/31/2024,,
Ongoing,Mount Holly,NC,United States,Class III,Food,94151,Robeson Enterprises,1015 W Catawba Ave,N/A,28120-1106,Voluntary: Firm initiated,Letter,"Products were shipped to the following states: GA, NC & SC",F-1146-2024,"PIES & SIDES SWEET POTATO CASSEROLE CONTAINS: EGG, MILK PIES & SIDES MOUNT HOLLY, NC",50 units,"During an inspection by NCDA, the firm was notified that the product label fails to list any ingredients.",2024-03-26,2024-04-10,2024-04-17,All lots shipped before 2/23/2024,,
Ongoing,Suffolk,VA,United States,Class I,Food,94558,Hormel Foods Corporation,245 Culloden St,N/A,23434-4608,Voluntary: Firm initiated,E-Mail,"Distributed to distribution centers in  FL, GA, AL, NC, and SC.",F-1288-2024,PLANTERS¿ Honey Roasted Peanuts  4oz UPC 2900002097. Packaged in a flexible film package. 12 packages per case.,"1261 cases - 15,132 packages",Possible contamination with Listeria monocytogenes,2024-05-02,2024-06-04,2024-06-12,04 11 25,,
Ongoing,New Century,KS,United States,Class I,Food,94565,Danisco USA Inc.,4 New Century Pkwy,N/A,66031-1144,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","US: AZ, CA, CO, FL, IA, ID, IL, IN, KS, KY, MI, MN, MO, NE, NJ, NY, OH, OK, PA, TN, TX, UT, VA, WI; Canada, and Mexico",F-1326-2024,Grindsted Turkey Hill 1512 NF NSA Stabilizer and Emulsifier System; 2270 lb bulk,10297.00 kg,Potential Salmonella Contamination,2024-05-03,2024-06-06,2024-06-12,Lot numbers: 1204575285; 1204575286; 1204575287; 1204575288; 1204575289; 1204575290; 1204575291; 1204575292; 1204575293; 1204575294,,
Ongoing,Ann Arbor,MI,United States,Class II,Food,93971,"Zingerman's Bakehouse, Inc.",3711 Plaza Dr Ste 5,,48108-1680,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","MI, OH",F-1002-2024,"Zingerman's Bakehouse Black Magic Brownie, Individually Packaged, 4 oz., UPC  844397000706  Zingerman's Bakehouse Black Magic Brownie 4 Pack, 1 lb., UPC 844397008795",445 units; 420 single brownie packs and 25 4-packs (4 brownies per pack).,undeclared walnut,2024-02-07,2024-02-29,2024-03-06,Sell by 2/11  Lot # 355  Sell by 2/12  Lot # 356,,
Terminated,Fostoria,OH,United States,Class II,Food,93915,Mennel Milling Company,319 S Vine St,PO Box 806,44830-1843,Voluntary: Firm initiated,E-Mail,"KY, MI, NJ, NY, OH, PA",F-0899-2024,"I-52 PATENT FLOUR delivered as bulk product in approximately 50,000 lbs trailers",2633960 TOTAL lbs,"Potential Foreign Material - Metal, Wood, Gasket Material, and/or Sifter balls",2024-01-30,2024-02-16,2024-02-28,Lot Codes: 24024-36; 24024-43; 24024-46; 24024-51; 24024-55; 24025-04; 24025-07; 24025-11; 24025-14; 24025-17; 24025-23; 24025-33; 24025-35; 24025-37; 24025-40; 24025-45; 24025-46; 24026-05;    24026-10;    24026-12; 24026-15; 24026-16; 24026-19; 24026-20; 24026-23; 24026-24; 24026-26; 24026-32;    24026-35; 24026-36; 24026-38; 24026-40; 24026-41; 24026-46; 24026-50; 24026-53; 24026-55;    24027-04; 24027-05; 24027-06; 24027-08; 24027-09; 24027-10; 24027-11; 24027-14; 24027-19;    24027-24; 24027-25; 24027-31; 24028-06; 24028-07; 24028-09; 24028-10; 24028-16; 24028-18;    24028-19; 24028-22; 24029-03; 24029-07; 24029-10; 24029-28   Product Code: S452T1-00437,,2024-03-21
Ongoing,Costa Mesa,CA,United States,Class I,Food,94234,"NRS Enterprises, Inc. dba Sunflour Bakery",2950 Grace Ln,N/A,92626-4169,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit",Products were distributed to customers within the state of CA.,F-1100-2024,"German Home Bakery Hazelnut Coffee Cake, 16 oz, clear poly bag",156 loaves,Undeclared walnuts and undeclared Yellow #5.,2024-03-08,2024-03-27,2024-04-03,Pull date for the coffee cakes are 03/08/2024,,
Ongoing,Dallas,TX,United States,Class II,Food,94469,Texas Pecan Co,2850 Satsuma Dr,,75229-3523,Voluntary: Firm initiated,Press Release,"Product is sold online, in the firm's store and through a wholesaler in Texas.",F-1278-2024,"1lb and 8oz bags include Apricots, Whole Dates, golden Raisins, Mangos, Currants, Blueberries, Cranberries, Prunes, Raw Sunflower Seeds, Raw Pumpkin Seeds, Pecan Medium Pieces, Blanched Sliced Almonds, Natural Sliced Almonds, Blanched Slivered Almonds, Blanched Whole Almonds and Raw Blanched Peanuts","71,048 bags (total)","Potential cross-contamination with tree nuts, peanuts, milk, soy, sesame, & wheat.",2024-05-08,2024-05-29,2024-06-05,lot code of 23200 to 23265 than 24001 to 24079,,
Ongoing,Green Bay,WI,United States,Class II,Food,94578,Schreiber Foods Inc,400 N Washington St,N/A,54301-5111,Voluntary: Firm initiated,"Two or more of the following: Email, Fax, Letter, Press Release, Telephone, Visit","CA, FL, IA, IL, IN, MA, MD, MI, MN, MO, NC, NJ, NY, OH, PA, TX, VA, WA, WI.  Product was also shipped to Puerto Rico.",F-1292-2024,"Strawberry Cream Cheese Spread, Net Wt 8 oz. (226g). Keep Refrigerated, packaged under the following brands: 1.	Fareway, UPC 0 21333-83052 2. Packed for Fareway Store, Inc. Boone, Iowa 50036. 2.	Happy Farms, UPC 4099100 101744, Dist & Sold Exclusively by Aldi, Batavia, IL  60510. 3.	Hy Vee, UPC 0 75450-09616 3. Distributed by Hy-Vee Inc. West Des Moines, IA  50266. 4.	Schnuck, UPC 0 41318-58007 5.  Distributed By Schnuck Markets, Inc., St. Louis, MO  63146-6928.","835,721 units total",Potential Salmonella contamination.,2024-05-03,2024-06-04,2024-06-12,"1. USE BY SEP 08 24 2. SELL BY 09/08/2024, SELL BY 09/15/2024 3. BEST BY 09/08/24 4. BEST BY 09/08/24",,
Ongoing,Mount Holly,NC,United States,Class I,Food,94151,Robeson Enterprises,1015 W Catawba Ave,N/A,28120-1106,Voluntary: Firm initiated,Letter,"Products were shipped to the following states: GA, NC & SC",F-1139-2024,"PIES & SIDES BAKED MAC AND CHEESE, ALLERGENS: MILK, PIES & SIDES MOUNT HOLLY, NC",482 units,"During an inspection by NCDA, the firm was notified that the label fails to declare the allergen egg as an ingredient or in the allergen statement. The firm was also notified that the label does not list any of the ingredients for their product.",2024-03-26,2024-04-10,2024-04-17,All lots shipped before 2/23/2024,,
